Name;Platform;Year_of_Release;Genre;Publisher;NA_Sales;EU_Sales;JP_Sales;Other_Sales;Global_Sales;Critic_Score;Critic_Count;User_Score;User_Count;Developer
Finding Nemo;GC;2003;Action;THQ;690000;180000;0;20000;890000;6.2;11;5.5;8;Traveller's Tales
Ace Combat 2;PS;1997;Simulation;Sony Computer Entertainment;160000;110000;560000;60000;890000;8.3;10;8.2;22;Namco
NFL 2K2;PS2;2001;Sports;Sega;440000;340000;0;110000;890000;8.5;16;7.5;6;Visual Concepts
Pure;PS3;2008;Racing;Disney Interactive Studios;420000;330000;0;140000;890000;8.3;43;7.8;30;Black Rock Studio
Resistance: Retribution;PSP;2009;Shooter;Sony Computer Entertainment;270000;350000;50000;210000;890000;8.1;67;8.1;84;Sony Bend
Call of Duty: World at War;DS;2008;Shooter;Activision;560000;250000;0;80000;890000;7.5;12;7.8;20;n-Space
Tiger Woods PGA Tour 12: The Masters;PS3;2011;Sports;Electronic Arts;520000;250000;0;110000;890000;8.0;41;7.3;17;Electronic Arts
FIFA Soccer 09 All-Play;Wii;2008;Sports;Electronic Arts;280000;510000;0;90000;890000;8.0;18;8.4;22;EA Canada
LEGO Indiana Jones 2: The Adventure Continues;PS3;2009;Action;Activision;470000;290000;0;130000;890000;7.0;25;7.1;16;Traveller's Tales
Fossil Fighters;DS;2008;Role-Playing;Nintendo;830000;0;0;60000;890000;7.0;17;7.9;15;RED Entertainment
NCAA Football 13;PS3;2012;Action;Electronic Arts;820000;0;0;70000;890000;7.9;9;4.1;34;EA Tiburon
Samba De Amigo;Wii;2008;Misc;Sega;410000;370000;10000;90000;880000;6.8;43;8.1;40;Gearbox Software
The Simpsons Game;PS3;2007;Action;Electronic Arts;380000;360000;0;150000;880000;7.1;30;7.5;49;EA Redwood Shores
Call of Duty: Modern Warfare 2;PC;2009;Shooter;Activision;10000;790000;0;90000;880000;8.6;40;4.2;6430;Infinity Ward
The Tomb Raider Trilogy;PS3;2011;Action;Square Enix;270000;460000;0;150000;880000;7.8;37;8.1;60;Crystal Dynamics
F1 2010;X360;2010;Racing;Codemasters;180000;590000;10000;100000;880000;8.4;43;7.5;65;Codemasters Birmingham
Call of Juarez: Bound in Blood;PS3;2009;Shooter;Ubisoft;350000;370000;10000;150000;880000;7.8;47;7.8;91;Techland
NBA 2K6;PS2;2005;Action;Take-Two Interactive;430000;340000;0;110000;880000;8.4;23;8.3;13;Visual Concepts
Dissidia 012: Duodecim Final Fantasy;PSP;2011;Fighting;Square Enix;210000;120000;460000;80000;880000;7.8;52;8.3;144;Square Enix
Monster 4X4: World Circuit;Wii;2006;Racing;Ubisoft;800000;0;10000;70000;880000;5.1;11;7.8;17;Ubisoft
Far Cry: Primal;XOne;2016;Action;Ubisoft;470000;330000;0;80000;880000;7.7;27;6.4;194;Ubisoft Montreal
Resident Evil: Revelations;3DS;2012;Action;Capcom;300000;220000;300000;50000;880000;8.2;78;8.5;397;Capcom
Sonic Chronicles: The Dark Brotherhood;DS;2008;Role-Playing;Sega;500000;290000;10000;80000;880000;7.4;55;7.3;81;BioWare
Star Wars: The Force Unleashed;DS;2008;Action;LucasArts;500000;280000;0;90000;880000;6.1;8;5.5;18;n-Space
Grand Theft Auto IV;PC;2008;Action;Take-Two Interactive;10000;790000;0;70000;880000;9.0;40;6.6;2299;Rockstar Toronto
Rock Band 3;X360;2010;Misc;MTV Games;730000;90000;0;60000;880000;9.3;57;8.2;137;Harmonix Music Systems
WWE SmackDown vs. Raw 2011;X360;2010;Fighting;THQ;440000;350000;0;80000;880000;7.5;49;7.6;45;Yuke's
ESPN NHL 2K5;PS2;2004;Sports;Global Star;430000;330000;0;110000;880000;8.6;25;8.1;18;Kush Games
Borderlands: The Handsome Collection;PS4;2015;Shooter;Take-Two Interactive;380000;330000;30000;140000;880000;8.2;49;7.8;345;Gearbox Software
Crimson Skies: High Road to Revenge;XB;2003;Simulation;Microsoft Game Studios;650000;190000;0;30000;870000;8.8;49;8.8;45;FASA Studio
Madden NFL 08;Wii;2007;Sports;Electronic Arts;800000;0;0;70000;870000;7.6;29;6.8;27;EA Tiburon
Spec Ops: Ranger Elite;PS;2001;Shooter;TalonSoft;490000;330000;0;60000;870000;4.8;4;6.6;16;Runecraft
F1 2009;Wii;2009;Racing;Codemasters;150000;620000;0;110000;870000;6.9;29;7.2;30;Sumo Digital
Tom Clancy's Ghost Recon: Island Thunder;XB;2003;Shooter;Ubisoft;610000;240000;0;30000;870000;8.1;33;8.8;17;Red Storm Entertainment
Sleeping Dogs;X360;2012;Action;Square Enix ;380000;400000;10000;80000;870000;8.0;47;7.9;468;United Front Games
Kingdoms of Amalur: Reckoning;X360;2012;Role-Playing;Electronic Arts;550000;240000;10000;70000;870000;8.0;71;7.7;446;Big Huge Games
Kingdom Hearts Re: Chain of Memories;PS2;2008;Role-Playing;Square Enix;730000;30000;0;120000;870000;6.8;20;7.2;105;Jupiter Corporation
Phantasy Star Portable 2;PSP;2009;Role-Playing;Sega;80000;110000;620000;60000;870000;6.9;27;8.1;35;Alfa System
Michael Jackson: The Experience;X360;2011;Misc;Ubisoft;620000;180000;0;70000;870000;6.3;31;6.8;29;Ubisoft Montreal
LittleBigPlanet Karting;PS3;2012;Action;Sony Computer Entertainment;420000;300000;10000;150000;870000;7.3;69;6.9;159;Media Molecule, United Front Games
Tony Hawk's Project 8;PS2;2006;Sports;Activision;720000;30000;0;120000;870000;6.9;17;7.3;19;Shaba Games
GRID;X360;2008;Racing;Codemasters;330000;440000;10000;90000;870000;8.7;62;7.9;131;Codemasters
DiRT;X360;2007;Racing;Codemasters;380000;400000;0;90000;870000;8.3;59;7.4;94;Codemasters
Red Faction: Guerrilla;X360;2009;Shooter;THQ;480000;290000;10000;90000;870000;8.5;84;8.1;237;Volition Inc.
Fight Night Round 2;PS2;2005;Fighting;Electronic Arts;720000;30000;0;120000;870000;8.8;37;9.0;37;EA Sports
Conflict: Desert Storm;XB;2002;Shooter;SCi;480000;370000;0;20000;870000;6.5;14;8.1;17;SCi
Cooking Mama: World Kitchen;Wii;2008;Simulation;505 Games;510000;270000;10000;80000;870000;6.2;17;4.9;12;Cooking Mama Limited
Brothers in Arms: Hell's Highway;X360;2008;Shooter;Ubisoft;470000;300000;0;90000;870000;7.6;65;8.3;149;Gearbox Software
Vagrant Story;PS;2000;Role-Playing;Crave Entertainment;300000;200000;300000;60000;870000;9.2;19;8.3;129;SquareSoft
Warriors Orochi;PS2;2007;Action;Tecmo Koei;110000;90000;640000;30000;870000;5.5;14;8.2;16;Omega Force
Crysis 3;PS3;2013;Shooter;Electronic Arts;260000;420000;30000;160000;870000;7.7;23;6.3;288;Crytek
Mercenaries 2: World in Flames;PS3;2008;Shooter;Electronic Arts;290000;390000;20000;160000;870000;7.2;43;7.1;73;Pandemic Studios
Ghostbusters: The Video Game;Wii;2009;Action;Atari;590000;200000;0;70000;860000;7.6;29;8.5;28;Red Fly Studio
Guitar Hero Live;PS4;2015;Misc;Activision;340000;380000;0;140000;860000;8.0;69;6.2;160;FreeStyleGames
Endless Ocean: Blue World;Wii;2009;Simulation;Nintendo;460000;210000;120000;60000;860000;7.6;42;8.5;26;Arika
Winning Eleven: Pro Evolution Soccer 2007;PSP;2006;Sports;Konami Digital Entertainment;10000;720000;120000;10000;860000;8.1;10;8.3;14;KCET
Rocky;PS2;2002;Fighting;Rage Software;420000;330000;0;110000;860000;7.4;14;8.4;11;Rage Software
Ford Racing;PS;2001;Racing;Empire Interactive;480000;330000;0;60000;860000;5.3;4;5.8;4;Toolbox Design
Guitar Hero: Warriors of Rock;X360;2010;Misc;Activision;470000;310000;0;80000;860000;7.2;65;6.5;51;Neversoft Entertainment
Lemmings;PSP;2006;Puzzle;Sony Computer Entertainment;120000;510000;0;230000;860000;7.6;46;7.9;14;Team 17
Dynasty Warriors 4: Xtreme Legends;PS2;2003;Action;Tecmo Koei;170000;130000;510000;40000;860000;7.2;15;9.1;39;Omega Force
2010 FIFA World Cup South Africa;X360;2010;Sports;Electronic Arts;320000;420000;20000;90000;850000;8.3;61;8.1;58;Electronic Arts
Tomb Raider: Anniversary;Wii;2007;Action;Eidos Interactive;120000;620000;0;110000;850000;7.3;22;7.3;25;Crystal Dynamics
NBA 2K8;X360;2007;Sports;Take-Two Interactive;790000;0;0;70000;850000;8.1;33;7.0;28;Visual Concepts
Tiger Woods PGA Tour 2005;XB;2004;Sports;Electronic Arts;640000;180000;0;30000;850000;8.8;26;8.9;14;EA Sports
Kingdoms of Amalur: Reckoning;PS3;2012;Role-Playing;Electronic Arts;370000;290000;90000;110000;850000;8.1;34;7.6;376;Big Huge Games
Dragon Ball Z: Burst Limit;PS3;2008;Fighting;Atari;220000;330000;180000;120000;850000;7.1;32;7.2;51;Dimps Corporation, Namco Bandai Games
Tekken Tag Tournament 2;PS3;2012;Fighting;Namco Bandai Games;280000;310000;130000;130000;850000;8.2;50;8.2;193;Namco Bandai Games
Ninja Gaiden Sigma 2;PS3;2009;Action;Ubisoft Annecy;520000;160000;80000;100000;850000;8.3;52;7.7;115;Team Ninja
Ratatouille;PS2;2007;Action;THQ;310000;0;0;530000;850000;6.5;9;8.0;11;Asobo Studio
Burnout 2: Point of Impact;PS2;2002;Racing;Acclaim Entertainment;420000;320000;0;110000;850000;8.6;31;8.2;48;Criterion Games
Wii Fit U;WiiU;2013;Sports;Nintendo;350000;230000;210000;50000;850000;7.2;19;7.7;72;Nintendo
Street Fighter EX3;PS2;2000;Fighting;Virgin Interactive;320000;250000;200000;80000;850000;6.4;17;7.9;31;Arika
The Legendary Starfy;DS;2008;Platform;Nintendo;600000;0;200000;50000;850000;7.5;25;8.4;26;TOSE
NCAA Football 11;PS3;2010;Sports;Electronic Arts;790000;0;0;60000;850000;8.5;22;7.4;25;EA Tiburon
The House of the Dead: Overkill;Wii;2009;Shooter;Sega;440000;300000;20000;90000;850000;7.8;65;8.7;95;Headstrong Games
Army of Two: The 40th Day;PS3;2010;Shooter;Electronic Arts;440000;270000;10000;120000;850000;7.4;56;7.0;88;EA Montreal
Darksiders II;PS3;2012;Action;THQ;350000;350000;10000;140000;840000;8.4;39;7.1;422;Vigil Games
Spider-Man 2;GC;2004;Action;Activision;650000;170000;0;20000;840000;8.0;41;8.8;30;Treyarch
 Tales of Xillia 2;PS3;2012;Role-Playing;Namco Bandai Games;200000;120000;450000;70000;840000;7.1;59;7.9;216;Bandai Namco Games
Ghostbusters: The Video Game;PS3;2009;Action;Sony Computer Entertainment;340000;360000;0;140000;840000;7.8;74;7.9;96;Terminal Reality
The Incredibles;GC;2004;Action;THQ;650000;170000;0;20000;840000;6.3;27;7.1;7;Heavy Iron Studios
Xenoblade Chronicles X;WiiU;2015;Role-Playing;Nintendo;360000;280000;140000;60000;840000;8.4;87;8.9;1548;Monolith Soft
NBA 2K10;PS3;2009;Sports;Take-Two Interactive;750000;10000;10000;70000;840000;8.3;30;7.8;39;Visual Concepts
Skate 2;PS3;2009;Sports;Electronic Arts;460000;250000;10000;120000;840000;8.4;50;7.8;53;EA Black Box
Big Mutha Truckers;PS2;2002;Racing;Empire Interactive;410000;320000;0;110000;840000;6.2;15;5.3;20;Eutechnyx
Rogue Galaxy;PS2;2005;Role-Playing;Sony Computer Entertainment;240000;160000;390000;50000;840000;8.3;59;8.4;89;Level 5
ESPN College Hoops 2K5;PS2;2004;Sports;Sega;410000;320000;0;110000;840000;8.6;14;8.1;10;Visual Concepts
NCAA Football 14;PS3;2013;Sports;Electronic Arts;750000;0;0;90000;840000;7.7;9;6.2;40;EA Tiburon
Harry Potter and the Order of the Phoenix;DS;2007;Action;Electronic Arts;280000;460000;0;100000;840000;5.1;15;4.9;19;Visual Impact
Sniper Elite V2;X360;2012;Shooter;505 Games;460000;280000;20000;70000;840000;6.7;37;6.8;131;Rebellion
Metroid: Zero Mission;GBA;2004;Adventure;Nintendo;600000;220000;0;10000;840000;8.9;50;9.0;132;Nintendo
Burnout Legends;PSP;2005;Racing;Electronic Arts;700000;50000;0;80000;840000;8.6;53;8.4;108;Criterion Games
Blazing Angels: Squadrons of WWII;Wii;2007;Simulation;Ubisoft;740000;40000;0;60000;830000;5.7;11;6.7;28;Ubisoft
Madden NFL 09 All-Play;Wii;2008;Sports;Electronic Arts;760000;10000;0;60000;830000;8.2;19;7.2;22;EA Tiburon
Dynasty Warriors 2;PS2;2000;Action;THQ;240000;190000;340000;60000;830000;7.5;17;8.8;24;Omega Force
Time Crisis 4;PS3;2007;Shooter;Namco Bandai Games;320000;320000;50000;140000;830000;6.0;52;7.4;21;Nex Entertainment
Duke Nukem Forever;X360;2011;Shooter;Take-Two Interactive;520000;250000;0;70000;830000;4.9;76;4.4;456;Gearbox Software, 3D Realms
Lizzie McGuire 2: Lizzie Diaries;GBA;2004;Action;Disney Interactive Studios;600000;220000;0;10000;830000;5.7;6;5.0;5;Artificial Mind and Movement
NCAA Football 12;PS3;2011;Sports;Electronic Arts;780000;0;0;50000;830000;8.2;17;5.8;41;EA Sports
Brute Force;XB;2003;Shooter;Microsoft Game Studios;620000;180000;10000;30000;830000;7.7;45;7.8;49;Digital Anvil
Tiger Woods PGA Tour 11;PS3;2010;Sports;Electronic Arts;370000;330000;0;130000;830000;7.8;40;6.7;17;EA Sports
WWE SmackDown vs. Raw 2009;Wii;2008;Fighting;THQ;440000;310000;0;80000;830000;7.9;18;8.5;18;Yuke's
Sly 3: Honor Among Thieves;PS2;2005;Platform;Sony Computer Entertainment;690000;30000;0;110000;830000;8.3;59;8.8;130;Sucker Punch
Need for Speed: Nitro;Wii;2009;Racing;Electronic Arts;450000;300000;0;80000;830000;6.9;41;7.4;38;EA Montreal
Street Fighter X Tekken;PS3;2012;Fighting;Capcom;420000;210000;100000;90000;830000;8.4;51;5.3;191;Capcom
Sid Meier's Civilization Revolution;X360;2008;Strategy;Take-Two Interactive;580000;170000;0;70000;830000;8.4;55;7.8;171;Firaxis Games
Tales of the Abyss;3DS;2011;Role-Playing;Namco Bandai Games;430000;190000;140000;60000;830000;7.5;33;7.6;197;Bandai Namco Games
Dragon Age II;PS3;2011;Action;Electronic Arts;400000;260000;50000;110000;830000;8.2;52;4.3;1197;BioWare
Call of Duty: Modern Warfare 3;Wii;2011;Shooter;Activision;550000;200000;0;80000;820000;7.0;16;1.8;442;Treyarch, Sledgehammer Games
James Bond 007: Nightfire;XB;2002;Shooter;Electronic Arts;580000;220000;0;30000;820000;7.8;30;7.8;25;Eurocom Entertainment Software
Tony Hawk's Pro Skater 3;GC;2001;Sports;Activision;640000;170000;0;20000;820000;9.1;27;9.0;27;Neversoft Entertainment
Marvel: Ultimate Alliance;PS2;2006;Role-Playing;Activision;690000;30000;0;110000;820000;8.1;29;8.2;33;Raven Software
DJ Hero 2;X360;2010;Misc;Activision;640000;120000;0;60000;820000;8.6;66;7.9;23;FreeStyleGames
Harvest Moon: Tree of Tranquility;Wii;2007;Simulation;Rising Star Games;670000;30000;60000;50000;820000;6.5;18;8.2;28;Marvelous Entertainment
Tony Hawk's Underground 2 Remix;PSP;2005;Sports;Activision;460000;210000;0;150000;820000;8.3;49;8.0;34;Shaba Games
Need for Speed: Hot Pursuit 2;XB;2002;Racing;Electronic Arts;680000;110000;0;30000;820000;7.5;18;6.4;15;EA Seattle
Amped: Freestyle Snowboarding;XB;2001;Sports;Microsoft Game Studios;690000;110000;0;20000;820000;7.8;30;9.0;20;Indie Built
Stranglehold;X360;2007;Shooter;Midway Games;400000;330000;10000;90000;820000;7.7;59;7.6;91;Midway
Shin Megami Tensei: Persona 4;PS2;2008;Role-Playing;Atlus;340000;40000;360000;80000;820000;9.0;47;8.9;634;Atlus Co.
Devil May Cry HD Collection;PS3;2012;Action;Capcom;420000;190000;110000;90000;820000;7.4;27;8.8;158;Capcom, Pipeworks Software, Inc.
Dance Central 3;X360;2012;Misc;Microsoft Game Studios;570000;180000;0;60000;810000;8.6;43;8.0;45;Harmonix Music Systems
Tales of Destiny II;PS;2000;Role-Playing;Namco Bandai Games;60000;40000;660000;50000;810000;7.8;9;8.7;31;Namco
NASCAR 2001;PS;2000;Racing;Electronic Arts;450000;310000;0;50000;810000;7.3;8;6.1;9;Black Box
The Legend of Zelda: Four Swords Adventures;GC;2004;Action;Nintendo;630000;160000;0;20000;810000;8.6;55;7.2;74;Nintendo
MediEvil: Resurrection;PSP;2005;Adventure;Sony Computer Entertainment;190000;410000;0;220000;810000;6.6;43;8.7;52;SCEE
Valkyrie Profile;PS;1999;Role-Playing;Enix Corporation;70000;50000;630000;50000;810000;8.1;8;8.8;37;Tri-Ace
Patapon;PSP;2007;Misc;Sony Computer Entertainment;330000;250000;70000;160000;810000;8.6;60;8.7;102;SCE Japan Studio
Pro Evolution Soccer 2010;X360;2009;Sports;Konami Digital Entertainment;120000;580000;30000;80000;810000;7.8;34;7.6;29;Konami
Tom Clancy's Rainbow Six 3;PS2;2004;Shooter;Ubisoft;400000;310000;0;100000;810000;7.0;34;8.2;17;Ubisoft Shanghai
Madden NFL 25;XOne;2013;Sports;Electronic Arts;670000;50000;0;80000;810000;7.3;18;5.9;111;EA Sports
NCAA Football 10;PS3;2009;Sports;Electronic Arts;750000;0;0;60000;810000;8.0;20;6.9;14;EA Tiburon
Guitar Hero: Warriors of Rock;PS3;2010;Misc;Activision;330000;340000;0;130000;810000;7.4;46;7.1;30;Neversoft Entertainment
The Sims 2;PS2;2005;Simulation;Electronic Arts;670000;30000;0;110000;810000;7.5;31;4.4;166;Maxis
Dragon Ball: Raging Blast 2;PS3;2010;Fighting;Namco Bandai Games;420000;180000;110000;90000;810000;6.0;27;7.5;63;Spike
Yakuza;PS2;2005;Action;Sega;30000;20000;740000;10000;800000;7.5;58;8.2;73;Amusement Vision
Star Wars Rogue Squadron III: Rebel Strike;GC;2003;Simulation;LucasArts;620000;160000;0;20000;800000;7.5;36;7.6;50;Factor 5
Hitman: Contracts;PS2;2004;Shooter;Eidos Interactive;390000;310000;0;100000;800000;8.0;39;8.3;43;Io Interactive
Professor Layton vs Phoenix Wright: Ace Attorney;3DS;2012;Puzzle;Level 5;200000;260000;300000;40000;800000;7.9;69;8.5;99;Level 5
Ben 10: Alien Force;Wii;2008;Action;Koch Media;520000;210000;0;70000;800000;4.5;6;7.8;11;Monkey Bar Games
Final Fantasy Anthology;PS;1999;Role-Playing;Square EA;450000;300000;0;50000;800000;8.0;14;8.1;28;SquareSoft
DiRT 2;X360;2009;Racing;Codemasters;320000;390000;0;90000;800000;8.7;65;8.2;110;Codemasters
Prince of Persia: Warrior Within;XB;2004;Action;Ubisoft;480000;280000;0;40000;800000;8.3;55;7.5;35;Ubisoft Montreal
Killzone: Mercenary;PSV;2013;Shooter;Sony Computer Entertainment Europe;200000;390000;40000;170000;800000;7.8;86;8.9;513;Guerilla Cambridge
Pro Evolution Soccer 2010;PSP;2009;Sports;Konami Digital Entertainment;90000;330000;200000;180000;800000;7.2;9;4.6;5;Konami
Guitar Hero: Metallica;X360;2009;Misc;Activision;520000;200000;0;70000;800000;8.4;62;8.1;79;Neversoft Entertainment
Final Fantasy X / X-2 HD Remaster;PSV;2013;Role-Playing;Square Enix;160000;240000;280000;120000;800000;8.6;14;8.5;223;Virtuos
Need for Speed: Hot Pursuit 2;GC;2002;Racing;Electronic Arts;680000;90000;0;20000;800000;6.8;16;8.3;15;EA Seattle
Rayman Raving Rabbids 2;DS;2007;Misc;Ubisoft;730000;10000;0;60000;800000;5.7;8;7.0;15;Ubisoft Paris
The Sims 2: Pets;PSP;2006;Simulation;Electronic Arts;190000;380000;0;220000;790000;5.7;9;7.3;10;Maxis
Dragon Ball Z: Budokai Tenkaichi 2;PS2;2006;Fighting;Atari;660000;20000;0;110000;790000;7.3;31;8.6;61;Spike
Guitar Hero: Aerosmith;PS2;2008;Misc;Activision;610000;0;0;180000;790000;7.1;11;6.3;15;BudCat
Star Wars The Clone Wars: Republic Heroes;Wii;2009;Action;LucasArts;430000;290000;0;70000;790000;4.8;10;6.4;5;Krome Studios
pro evolution soccer 2011;PSP;2010;Sports;Konami Digital Entertainment;50000;300000;290000;160000;790000;7.4;10;5.8;5;Konami
Harvest Moon: A Wonderful Life;GC;2003;Role-Playing;Ubisoft;610000;160000;0;20000;790000;7.9;28;8.9;148;Marvelous
DmC: Devil May Cry;PS3;2013;Action;Capcom;240000;260000;190000;100000;790000;8.5;40;5.3;1471;Ninja Theory
Motocross Mania;PS;2001;Racing;Take-Two Interactive;440000;300000;0;50000;790000;3.4;6;5.3;6;Deibus Studios
Darksiders II;X360;2012;Action;THQ;450000;270000;0;70000;790000;8.3;63;8.0;456;Vigil Games
Need for Speed Rivals;X360;2013;Racing;Electronic Arts;370000;350000;10000;70000;790000;7.6;12;5.4;107;Ghost Games
[Prototype 2];X360;2012;Action;Activision;480000;240000;0;70000;790000;7.4;69;7.0;173;Radical Entertainment
Armored Core 2;PS2;2000;Simulation;Ubisoft;280000;220000;230000;70000;790000;7.8;23;8.4;19;From Software
The Godfather II;X360;2009;Action;Electronic Arts;470000;230000;10000;80000;790000;6.5;72;6.9;60;EA Redwood Shores
Dragon's Dogma;X360;2012;Role-Playing;Capcom;420000;230000;70000;60000;790000;7.5;59;7.8;320;Capcom
Pro Evolution Soccer 2016;PS4;2015;Sports;Konami Digital Entertainment;130000;420000;130000;100000;790000;8.7;54;7.1;680;Konami
Rare Replay;XOne;2015;Misc;Microsoft Game Studios;490000;220000;10000;70000;790000;8.4;75;7.7;325;Rare Ltd.
Band Hero;X360;2009;Misc;Activision;510000;210000;0;70000;790000;7.6;52;5.0;30;Neversoft Entertainment
NCAA Football 08;PS2;2007;Sports;Electronic Arts;650000;30000;0;110000;790000;8.3;6;8.3;23;EA Tiburon
FIFA Soccer 2004;XB;2003;Sports;Electronic Arts;240000;490000;0;50000;790000;8.2;20;8.2;23;EA Canada
The Sims 2: Castaway;PSP;2007;Simulation;Electronic Arts;80000;460000;0;250000;790000;6.4;5;7.3;18;Maxis
Star Ocean: The Last Hope;X360;2009;Role-Playing;Square Enix;320000;200000;210000;60000;790000;7.2;56;7.2;150;Square Enix, Tri-Ace
Sniper: Ghost Warrior;PS3;2011;Shooter;City Interactive;270000;340000;40000;130000;790000;5.3;17;6.0;34;City Interactive
Invizimals;PSP;2009;Strategy;Sony Computer Entertainment;170000;500000;0;110000;790000;6.9;32;7.3;19;Novarama
WWE 2K15;PS3;2014;Sports;Take-Two Interactive;360000;290000;0;130000;780000;5.5;5;3.1;57;Yuke's
Too Human;X360;2008;Role-Playing;Microsoft Game Studios;380000;290000;30000;80000;780000;6.5;80;7.0;458;Silicon Knights
Tiger Woods PGA Tour 10;PS3;2009;Sports;Electronic Arts;420000;250000;0;110000;780000;8.1;38;7.7;9;EA Tiburon
Tom Clancy's Splinter Cell: Double Agent;X360;2006;Action;Ubisoft;670000;40000;10000;60000;780000;8.5;59;8.1;148;Ubisoft Shanghai
Naruto Shippuden: Ultimate Ninja Storm 2;X360;2010;Fighting;Namco Bandai Games;430000;270000;10000;70000;780000;7.4;31;8.5;39;CyberConnect2
Golden Sun: Dark Dawn;DS;2010;Role-Playing;Nintendo;510000;90000;130000;50000;780000;7.9;63;8.1;86;Camelot Software Planning
Fight Night Champion;X360;2011;Fighting;Electronic Arts;400000;310000;0;70000;780000;8.6;59;7.4;105;EA Canada
Dead Island: Riptide;X360;2013;Action;Deep Silver;440000;260000;10000;70000;780000;5.7;43;6.3;192;Techland
Star Wars The Clone Wars: Jedi Alliance;DS;2008;Action;LucasArts;610000;110000;0;60000;780000;6.8;10;7.8;32;LucasArts
The World Ends With You;DS;2007;Role-Playing;Square Enix;490000;40000;210000;40000;780000;8.8;59;8.9;283;Jupiter Corporation
Drawn to Life;DS;2007;Action;THQ;710000;10000;0;60000;780000;7.3;34;8.2;30;5TH Cell
Sid Meier's Civilization Revolution;PS3;2008;Strategy;Take-Two Interactive;490000;190000;10000;90000;780000;8.5;39;7.7;87;Firaxis Games
